,,,,,,,,,,,,,,,,,,,,,,Destek Unusrları(1),sartları,Destek Unusrları sart 1,Destek Unusrları sart 2,Destek Unusrları sart 3,Destek Unusrları sart 4,Destek Unusrları sart 5,Destek Unusrları sart 6,Destek Unusrları sart 7,Destek Unusrları sart 8,sorgulamam seçimi,kapasite,kanun,yatırım konusu,iozsart,revize id,,GTIP No,BIRIMI,ADI OZELLIGI,kullanıcı mail,rol,kayıt tarihi,dogrulamaKodu,kodGecerlilikTarihi,onayDurumu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080590000012 - Diğer kurutulmuş turunçgiller,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"040719901019 - DİĞER KUŞLARIN YUMURTALARI; KULUÇKALIK, DAMIZLIK",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040719909019 - DİĞER KUŞLARIN YUMURTALARI; KULUÇKALIK; KULUÇKALIK FAKAT DAMIZLIK OLMAYAN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250610000018 - DİĞER KUVARS,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430130000019 - DİĞER KUZULARIN KÜRKLERİ; HAM,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250300900018 - DİĞER KÜKÜRT,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700100999000 - DİĞER KÜLÇE CAMLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611529000019 - DİĞER KÜLOTLU ÇORAPLAR VE TAYTLAR; DOKUMAYA ELVERİŞLİ DİĞER MADDELERDEN (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611529000012 - DİĞER KÜLOTLU ÇORAPLAR VE TAYTLAR; PAMUKTAN (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611522000000 - DİĞER KÜLOTLU ÇORAPLAR VE TAYTLAR; SENTETİK LİFLERDEN (TEK KATI 67 DESİTEKST VEYA DAHA FAZLA) (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611521000000 - DİĞER KÜLOTLU ÇORAPLAR VE TAYTLAR; SENTETİK LİFLERDEN (TEK KATI 67 DESİTEKSTEN AZ) (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611529000011 - DİĞER KÜLOTLU ÇORAPLAR VE TAYTLAR; SUNİ LİFLERDEN (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611529000013 - DİĞER KÜLOTLU ÇORAPLAR VE TAYTLAR; YÜNDEN/İNCE HAYVAN KILLARINDAN (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160239850019 - Diğer hallerde olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160239850011 - DİĞER KÜMES HAYVANLARI ET VE SAKATATINDAN MÜSTAHZARLAR; HAZIRLANMIŞ/KONSERVE, ET VE SAKATAT < %57, HAVA ALMAYAN KAPLARDA",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160239290019 - Diğer hallerde olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160239290011 - DİĞER KÜMES HAYVANLARI ET VE SAKATATINDAN MÜSTAHZARLAR; HAZIRLANMIŞ/KONSERVE, ET VE SAKATAT => %57, HAVA ALMAYAN KAPLARDA",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160239210019 - Diğer hallerde olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160239210011 - DİĞER KÜMES HAYVANLARI ET VE SAKATATINDAN MÜSTAHZARLAR; PİŞİRİLMEMİŞ, ET VE SAKATAT => %57, HAVA ALMAYAN KAPLARDA",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"021099790000 - DİĞER KÜMES HAYVANLARININ KARACİĞERLERİ (TUZLANMIŞ, SALAMURA, KURUTULMUŞ VEYA TÜTSÜLENMİŞ)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150190000000 - DİĞER KÜMES HAYVANLARININ KATI YAĞLARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430180000000 - DİĞER HAYVANLARIN KÜRKLERİ (BÜTÜN HALDE); HAM,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430310900017 - Diğer kürklerden giyim eşyası,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430310900017 - Diğer kürklerden giyim eşyası,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293379000019 - Diğer laktamlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293379000019 - Diğer laktamlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293220909019 - Diğer laktonlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293220909019 - Diğer laktonlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370130000029 - DİĞER LEVHA VE FİLMLER (HERHANGİ BİR KENARI > 255 MM),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"681182000000 - AMYANT-ÇİMENTODAN, SELÜLOZLU ÇİMENTODAN VE BENZERLERİNDEN DİĞER LEVHA, PANO, KARO VB.EŞYA; AMYANT İÇERMEYEN",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"844230009019 - DİĞER LEVHALARI, SİLİNDİRLERİ VE TABEDİCİ UNSURLARI HAZIRLAMAYA VE YAPMAYA MAHSUS MAKİNA, CİHAZ VE TEÇHİZAT (84.56-84.65 TE Y",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550700000019 - Diğer lifler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860290000019 - DİĞER LOKOMOTİFLER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170490999012 - Diğer lokumlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321410100019 - Diğer macunlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"680422500000 - BİLEĞİ TAŞLARI, BİLEĞİ ÇARKLARI, VB.; AGLOMERE EDİLMİŞ DİĞER MADDELERDEN (SUNİ AŞINDIRICILARINDAN BİR BAĞLAYICI İLE BİRLİKTE)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300610909011 - Cerrahi ve dişçilikte kullanılan emici steril hemostatlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300610909019 - DİĞER MADDELERDEN CERRAHİDE VE DİŞÇİLİKTE KULLANILAN DİĞER MALZEMELER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900190001900 - DİĞER MADDELERDEN DİĞER MERCEKLER, PRİZMALAR, AYNALAR VE DİĞER OPTİK ELEMANLAR; SİVİL HAVA TAŞITLARINDA KULLANILMAYA MAHSUS O",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900190009900 - DİĞER MADDELERDEN DİĞER MERCEKLER, PRİZMALAR, AYNALAR VE DİĞER OPTİK ELEMANLAR; SİVİL HAVA TAŞITLARINDA KULLANILMAYA MAHSUS O",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940389000000 - DİĞER MADDELERDEN DİĞER MOBİLYALAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950300990000 - DİĞER MADDELERDEN DİĞER OYUNCAKLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940690900000 - DİĞER MADDELERDEN DİĞER PREFABRİK YAPIIAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940429900000 - DİĞER MADDELERDEN DİĞER ŞİLTELER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950300390000 - DİĞER MADDELERDEN DİĞER YAPI SETLERİ VE YAPI OYUNCAKLARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854690900000 - DİĞER MADDELERDEN ELEKTRİK İZOLATÖRLERİ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900150200000 - DİĞER MADDELERDEN GÖZLÜK CAMLARI; GÖRME KUSURUNUN GİDERİLMESİNE MAHSUS OLANLAR HARİÇ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900150490000 - DİĞER MADDELERDEN GÖZLÜK CAMLARI; GÖRME KUSURUNUN GİDERİLMESİNE MAHSUS OLUP, İKİ VEYA DAHA FAZLA ODAKLI, HER İKİ YÜZÜ DE İŞLE",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900150410000 - DİĞER MADDELERDEN GÖZLÜK CAMLARI; GÖRME KUSURUNUN GİDERİLMESİNE MAHSUS OLUP, TEK ODAKLI, HER İKİ YÜZÜ DE İŞLENMİŞ OLANLAR",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940139000019 - Diğer maddelerden koltuk ve sandalyeler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940139000019 - Diğer maddelerden koltuk ve sandalyeler,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650610809000 - DİĞER MADDELERDEN KORUYUCU BAŞLIKLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940429100000 - DİĞER MADDELERDEN METAL YAYLI ŞİLTELER,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"962000990000 - DİĞER MADDELERDEN MONOPOD, BİPOD, TRİPOD VE BENZERİ EŞYALAR; KAMERA, PROJEKTÖR VE 90. FASILDAKİ DİĞER ALETLERLE KULLANILAN TÜ",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900211009000 - DİĞER MADDELERDEN OBJEKTİF MERCEKLERİ; KAMERA, PROJEKTÖR, FOTOĞRAF VEYA SİNEMATOGRAFİK BÜYÜLTME VEYA KÜÇÜLTME CİHAZLARINA MAH",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900219009000 - DİĞER MADDELERDEN OBJEKTİF MERCEKLERİ; KAMERA, PROJEKTÖR, FOTOĞRAF VEYA SİNEMATOGRAFİK BÜYÜLTME VEYA KÜÇÜLTME CİHAZLARINA MAH",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650699900000 - DİĞER MADDELERDEN OLAN DİĞER BAŞLIKLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580429009019 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580430009019 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854790009019 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900319000000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902121900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940399900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940511900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940519900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940521900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940529900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940561800000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940569800000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940690900000 - DİĞER MADDELERDEN DİĞER PREFABRİK YAPIIAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950300390000 - DİĞER MADDELERDEN DİĞER YAPI SETLERİ VE YAPI OYUNCAKLARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950300790000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950510900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940399900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940511900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940519900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940521900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940529900000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940561800000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940569800000 - Diğer maddelerden olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940541390000 - Diğer maddelerden olanlar:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940542390000 - Diğer maddelerden olanlar:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940549900000 - Diğer maddelerden olanlar:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940541390000 - Diğer maddelerden olanlar:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940542390000 - Diğer maddelerden olanlar:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940549900000 - Diğer maddelerden olanlar:,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670290000011 - DİĞER MADDELERDEN YAPILMIŞ ÇİÇEK, YAPRAKLI DAL, MEYVE",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670290000012 - DİĞER MADDELERDEN YAPILMIŞ ÇİÇEKLERDEN, YAPRAKLI DALLARDAN, MEYVELERDEN MAMÜL EŞYA",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670290000015 - Aksamı,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250100310000 - Diğer maddelerin imali için kimyasal değişimlere mahsus olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848410000019 - DİĞER MADDELERLE BİRLEŞTİRİLMİŞ METAL TABAKALARDAN VEYA İKİ YADA DAHA FAZLA METAL TABAKALARDAN YAPILMIŞ DİĞER CONTALAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271019990025 - Diğer madeni yağlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271019990025 - Diğer madeni yağlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420299002000 - Ahşap olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420299001000 - Aluminyumdan, demir döküm veya çelikten veya çinkodan olanlar",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420299003000 - Bakırdan olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420299009000 - DİĞER MAHFAZALAR; DIŞ YÜZLERİ DİĞER MADDELERDEN OLANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420292989000 - DİĞER MAHFAZALAR; DIŞ YÜZLERİ DOKUMAYA ELVERİŞLİ DİĞER MADDELERDEN OLANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420292981000 - DİĞER MAHFAZALAR; DIŞ YÜZLERİ ELASTİKİ VEYA KAUÇUKLU OLMAYAN ÖRME EŞYADAN VE MENSUCATTAN OLANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420299005000 - DİĞER MAHFAZALAR; DIŞ YÜZLERİ İŞLENMİŞ BAĞA, FİLDİŞİ, KEMİK, MERCAN VE DİĞER HAYVANSAL MADDEDEN",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420299006000 - DİĞER MAHFAZALAR; DIŞ YÜZLERİ İŞLENMİŞ YONTULMAYA UYGUN BİTKİSEL, MİNERAL MADDEDEN",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420299004000 - DİĞER MAHFAZALAR; DIŞ YÜZLERİ NİKELDEN OLANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420292190000 - DİĞER MAHFAZALAR; DIŞ YÜZLERİ PLASTİKTEN MAMUL MADDE YAPRAKLARINDAN YAPILMIŞ OLAN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190219900019 - DİĞER MAKARNA; PİŞİRİLMEMİŞ, YUMURTA İÇERMEYİP EKMEKLİK BUĞDAY UNU VEYA İRMİĞİ İÇEREN (DOLDURULMAMIŞ)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190219100019 - DİĞER MAKARNA; PİŞİRİLMEMİŞ, YUMURTA VE EKMEKLİK BUĞDAY UNU VEYA İRMİĞİ İÇERMEYEN (DOLDURULMAMIŞ)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190230900000 - DİĞER MAKARNALAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821300001019 - DİĞER MAKASLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845380000000 - DERİ VE KÖSELEDEN AYAKKABI DIŞINDAKİ DİĞER EŞYANIN İMALİNE VEYA TAMİRİNE MAHSUS MAKİNA VE CİHAZLAR (DİKİŞ MAKİNALARI HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846880000000 - Diğer makina ve cihazlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820890000019 - DİĞER MAKİNA VEYA DİĞER MEKANİK CİHAZLARA MAHSUS ADİ METALLERDEN BIÇAKLAR VE KESİCİ AĞIZLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110710910019 - DİĞER MALTLAR (KAVRULMAMIŞ); UN ŞEKLİNDE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110710990019 - DİĞER MALTLAR (KAVRULMAMIŞ); UN ŞEKLİNDE OLANLAR HARİÇ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110720000019 - DİĞER MALTLAR (KAVRULMUŞ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,071159000000 - DİĞER MANTAR VE DOMALANLAR (GEÇİCİ OLARAK KONSERVE EDİLMİŞ FAKAT BU HALLERİYLE YENİLMEYE ELVERİŞLİ OLMAYAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,071239000000 - DİĞER MANTAR VE DOMALANLAR (KURUTULMUŞ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,071080690000 - DİĞER MANTARLAR (PİŞİRİLMEMİŞ VEYA BUHARDA VEYA SUDA KAYNATILARAK PİŞİRİLMİŞ); DONDURULMUŞ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852110950000 - DİĞER MANYETİK BANTLI VİDEO KAYIT VEYA GÖSTERME CİHAZLARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070519000000 - DİĞER MARULLAR (TAZE/SOĞUTULMUŞ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630253900000 - DİĞER MASA ÖRTÜLERİ; SENTETİK/SUNİ LİFLERDEN (ÖRME VEYA KROŞE HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901910900019 - DİĞER MASAJ CİHAZLARI,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490900001900 - DİĞER MATBU VEYA RESİMLİ KARTPOSTALLAR, TEBRİK KARTLARI, DAVETİYELER, TEŞEKKÜR KARTLARI",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491199001019 - DİĞER MATBU YAYINLAR; EĞİTİM VE ÖĞRETİM İLE İLGİLİ OLANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491199009000 - DİĞER MATBU YAYINLAR; EĞİTİM VE ÖĞRETİM İLE İLGİLİ OLMAYANLAR,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630491000019 - DİĞER MEFRUŞAT EŞYASI; DOKUMAYA ELVERİŞLİ DİĞER MADDELERDEN (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630499000019 - DİĞER MEFRUŞAT EŞYASI; DOKUNABİLİR DİĞER MADDELERDEN (ÖRME VEYA KROŞE HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630499000013 - DİĞER MEFRUŞAT EŞYASI; DOKUNMAMIŞ MENSUCATTAN (ÖRME VEYA KROŞE HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630492001019 - DİĞER MEFRUŞAT EŞYASI; KEÇEDEN (ÖRME VEYA KROŞE HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630492001011 - Batik metodu ile elde baskı yapılmış olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630499000011 - DİĞER MEFRUŞAT EŞYASI; KETENDEN/RAMİDEN (ÖRME VEYA KROŞE HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630491000012 - DİĞER MEFRUŞAT EŞYASI; KETENDEN/RAMİDEN (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630492009019 - DİĞER MEFRUŞAT EŞYASI; PAMUKTAN (ÖRME VEYA KROŞE HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630491000011 - DİĞER MEFRUŞAT EŞYASI; PAMUKTAN (ÖRME VEYA KROŞE),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630492009011 - Batik metodu ile elde baskı yapılmış olanlar,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630493000019 - DİĞER MEFRUŞAT EŞYASI; SENTETİK LİFLERDEN (ÖRME VEYA KROŞE HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"630493000011 - DİĞER MEFRUŞAT EŞYASI; SENTETİK LİFLERDEN, DOKUNMAMIŞ MENSUCATTAN (ÖRME VEYA KROŞE HARİÇ)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630499000012 - DİĞER MEFRUŞAT EŞYASI; YÜNDEN/SUNİ LİFLERDEN (ÖRME VEYA KROŞE HARİÇ),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621320000019 - DİĞER MENDİLLER; PAMUKTAN (ÖRÜLMEMİŞ VEYA KROŞE OLMAYAN),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520819000000 - Diğer mensucat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520829000000 - Diğer mensucat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520839000000 - Diğer mensucat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520849000000 - Diğer mensucat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520919000000 - Diğer mensucat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520929000000 - Diğer mensucat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520939000000 - Diğer mensucat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520949000000 - Diğer mensucat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520959000000 - Diğer mensucat,,,,,,,,
